1
94
224	545	0	0	0	1738507569
225	545	0	0	0	1738507592
226	545	0	0	0	1738507607
225	545	0	0	0	1738507614
224	545	0	0	0	1738507622
223	544	0	0	0	1738507629
222	543	0	0	0	1738507637
220	542	0	0	0	1738507644
218	541	0	0	0	1738507652
215	540	0	0	0	1738507660
213	538	0	0	0	1738507667
210	537	0	0	0	1738507675
208	536	0	0	0	1738507682
205	535	0	0	0	1738507690
203	534	0	0	0	1738507697
201	533	0	0	0	1738507705
199	533	0	0	0	1738507712
198	532	0	0	0	1738507720
196	532	0	0	0	1738507727
195	531	0	0	0	1738507735
194	530	0	0	0	1738507742
193	530	0	0	0	1738507750
192	529	0	0	0	1738507757
191	528	0	0	0	1738507772
191	527	0	0	0	1738507787
191	526	0	0	0	1738507795
192	526	0	0	0	1738507802
193	525	0	0	0	1738507810
194	525	0	0	0	1738507817
196	524	0	0	0	1738507825
198	523	0	0	0	1738507832
200	522	0	0	0	1738507840
203	521	0	0	0	1738507847
206	520	0	0	0	1738507855
208	519	0	0	0	1738507862
211	518	0	0	0	1738507870
214	517	0	0	0	1738507877
217	516	0	0	0	1738507885
220	515	0	0	0	1738507893
224	515	0	0	0	1738507900
227	514	0	0	0	1738507908
230	514	0	0	0	1738507915
232	513	0	0	0	1738507923
235	513	0	0	0	1738507930
237	513	0	0	0	1738507938
239	512	0	0	0	1738507945
240	511	0	0	0	1738507953
241	510	0	0	0	1738507960
241	509	0	0	0	1738507968
241	508	0	0	0	1738507975
241	507	0	0	0	1738507983
241	506	0	0	0	1738507990
240	505	0	0	0	1738507998
239	504	0	0	0	1738508005
238	502	0	0	0	1738508013
237	501	0	0	0	1738508020
235	500	0	0	0	1738508028
234	498	0	0	0	1738508035
232	497	0	0	0	1738508043
230	495	0	0	0	1738508050
228	493	0	0	0	1738508058
226	490	0	0	0	1738508065
224	488	0	0	0	1738508073
221	486	0	0	0	1738508080
219	484	0	0	0	1738508088
217	482	0	0	0	1738508095
216	480	0	0	0	1738508103
215	478	0	0	0	1738508110
214	477	0	0	0	1738508118
213	476	0	0	0	1738508141
213	475	0	0	0	1738508148
214	475	0	0	0	1738508156
215	475	0	0	0	1738508163
217	476	0	0	0	1738508171
219	476	0	0	0	1738508178
222	477	0	0	0	1738508186
225	477	0	0	0	1738508193
228	478	0	0	0	1738508201
232	479	0	0	0	1738508208
236	480	0	0	0	1738508216
240	481	0	0	0	1738508223
243	481	0	0	0	1738508231
246	482	0	0	0	1738508238
249	483	0	0	0	1738508246
252	483	0	0	0	1738508253
254	483	0	0	0	1738508261
256	484	0	0	0	1738508268
258	484	0	0	0	1738508276
259	484	0	0	0	1738508283
260	484	0	0	0	1738508291
261	485	0	0	0	1738508298
262	485	0	0	0	1738508306
263	485	0	0	0	1738508328
264	486	0	0	0	1738508351
