1
121
314	490	0	0	0	439993500
314	491	0	0	0	439993508
314	493	0	0	0	439993515
315	494	0	0	0	439993523
317	497	0	0	0	439993530
319	499	0	0	0	439993538
322	502	0	0	0	439993545
326	505	0	0	0	439993553
329	507	0	0	0	439993560
333	509	0	0	0	439993568
338	510	0	0	0	439993575
342	511	0	0	0	439993583
346	511	0	0	0	439993590
350	511	0	0	0	439993598
353	510	0	0	0	439993605
357	509	0	0	0	439993613
360	507	0	0	0	439993621
364	504	0	0	0	439993628
367	502	0	0	0	439993636
370	499	0	0	0	439993643
374	497	0	0	0	439993651
377	494	0	0	0	439993658
380	491	0	0	0	439993666
383	487	0	0	0	439993673
386	484	0	0	0	439993681
388	481	0	0	0	439993688
390	477	0	0	0	439993696
391	473	0	0	0	439993703
393	470	0	0	0	439993711
393	466	0	0	0	439993718
394	462	0	0	0	439993726
394	459	0	0	0	439993733
395	455	0	0	0	439993741
395	452	0	0	0	439993748
395	448	0	0	0	439993756
394	445	0	0	0	439993763
394	442	0	0	0	439993771
393	439	0	0	0	439993778
393	436	0	0	0	439993786
392	434	0	0	0	439993793
390	431	0	0	0	439993801
388	429	0	0	0	439993808
386	427	0	0	0	439993816
384	425	0	0	0	439993823
381	423	0	0	0	439993831
378	422	0	0	0	439993838
375	421	0	0	0	439993846
372	420	0	0	0	439993854
368	420	0	0	0	439993861
365	420	0	0	0	439993869
361	421	0	0	0	439993876
358	422	0	0	0	439993884
354	424	0	0	0	439993891
350	425	0	0	0	439993899
347	426	0	0	0	439993906
344	428	0	0	0	439993914
342	430	0	0	0	439993921
339	431	0	0	0	439993929
337	432	0	0	0	439993936
335	434	0	0	0	439993944
333	435	0	0	0	439993951
332	436	0	0	0	439993959
330	437	0	0	0	439993966
329	439	0	0	0	439993974
328	440	0	0	0	439993981
327	441	0	0	0	439993989
326	442	0	0	0	439993996
325	443	0	0	0	439994011
324	444	0	0	0	439994019
324	445	0	0	0	439994041
324	446	0	0	0	439994102
324	445	0	0	0	439994124
325	445	0	0	0	439994139
326	445	0	0	0	439994147
327	445	0	0	0	439994154
328	445	0	0	0	439994162
330	445	0	0	0	439994169
332	445	0	0	0	439994177
334	446	0	0	0	439994184
336	446	0	0	0	439994192
338	446	0	0	0	439994199
341	446	0	0	0	439994207
343	445	0	0	0	439994214
344	445	0	0	0	439994222
346	444	0	0	0	439994229
347	444	0	0	0	439994237
348	444	0	0	0	439994244
348	443	0	0	0	439994267
347	443	0	0	0	439994274
346	444	0	0	0	439994282
345	444	0	0	0	439994289
343	444	0	0	0	439994297
341	445	0	0	0	439994304
340	446	0	0	0	439994312
337	446	0	0	0	439994320
335	446	0	0	0	439994327
334	447	0	0	0	439994335
332	447	0	0	0	439994342
330	447	0	0	0	439994350
329	447	0	0	0	439994357
327	447	0	0	0	439994365
326	447	0	0	0	439994372
325	447	0	0	0	439994387
324	447	0	0	0	439994402
324	446	0	0	0	439994417
324	445	0	0	0	439994425
325	444	0	0	0	439994432
325	442	0	0	0	439994440
326	440	0	0	0	439994447
327	438	0	0	0	439994455
327	435	0	0	0	439994462
328	432	0	0	0	439994470
328	428	0	0	0	439994477
329	425	0	0	0	439994485
329	422	0	0	0	439994492
329	419	0	0	0	439994500
329	416	0	0	0	439994507
329	415	0	0	0	439994515
330	414	0	0	0	439994537
331	415	0	0	0	439994545
331	417	0	0	0	439994560
