1
150
162	511	0	0	0	74487
162	514	0	0	0	74519
162	517	0	0	0	74527
162	523	0	0	0	74535
164	544	0	0	0	74546
166	553	0	0	0	74560
168	580	0	0	0	74570
168	589	0	0	0	74576
170	600	0	0	0	74584
170	609	0	0	0	74592
174	621	0	0	0	74600
176	632	0	0	0	74607
180	641	0	0	0	74616
185	651	0	0	0	74623
194	663	0	0	0	74632
201	673	0	0	0	74639
211	683	0	0	0	74647
224	691	0	0	0	74656
239	702	0	0	0	74663
256	711	0	0	0	74673
276	720	0	0	0	74680
296	729	0	0	0	74687
319	735	0	0	0	74696
344	742	0	0	0	74704
371	747	0	0	0	74711
399	751	0	0	0	74720
428	754	0	0	0	74728
458	756	0	0	0	74736
540	756	0	0	0	74744
577	752	0	0	0	74759
671	728	0	0	0	74769
700	719	0	0	0	74776
722	707	0	0	0	74785
745	693	0	0	0	74792
763	680	0	0	0	74800
779	665	0	0	0	74807
794	649	0	0	0	74815
805	634	0	0	0	74823
816	617	0	0	0	74831
822	599	0	0	0	74839
831	585	0	0	0	74847
835	570	0	0	0	74856
839	556	0	0	0	74865
843	541	0	0	0	74873
845	530	0	0	0	74880
847	519	0	0	0	74891
847	510	0	0	0	74897
848	504	0	0	0	74908
848	495	0	0	0	74912
850	491	0	0	0	74925
850	486	0	0	0	74927
850	484	0	0	0	74936
850	488	0	0	0	75065
849	492	0	0	0	75072
846	499	0	0	0	75083
844	505	0	0	0	75087
841	515	0	0	0	75099
835	524	0	0	0	75104
829	536	0	0	0	75113
821	548	0	0	0	75120
813	558	0	0	0	75129
802	571	0	0	0	75135
792	581	0	0	0	75145
780	591	0	0	0	75152
767	602	0	0	0	75159
755	612	0	0	0	75168
740	619	0	0	0	75175
725	627	0	0	0	75185
711	633	0	0	0	75192
674	646	0	0	0	75199
657	649	0	0	0	75209
643	651	0	0	0	75216
626	653	0	0	0	75224
610	653	0	0	0	75231
593	653	0	0	0	75242
577	653	0	0	0	75247
560	652	0	0	0	75256
543	647	0	0	0	75263
526	643	0	0	0	75271
509	637	0	0	0	75281
495	632	0	0	0	75289
480	626	0	0	0	75297
468	620	0	0	0	75305
456	614	0	0	0	75312
446	608	0	0	0	75321
439	603	0	0	0	75330
432	596	0	0	0	75337
425	590	0	0	0	75343
417	583	0	0	0	75354
412	573	0	0	0	75359
404	566	0	0	0	75369
399	559	0	0	0	75376
391	549	0	0	0	75385
386	542	0	0	0	75393
372	524	0	0	0	75402
368	519	0	0	0	75418
359	505	0	0	0	75424
356	498	0	0	0	75432
353	493	0	0	0	75441
351	489	0	0	0	75449
350	484	0	0	0	75456
348	480	0	0	0	75466
347	477	0	0	0	75473
345	474	0	0	0	75483
345	471	0	0	0	75490
344	470	0	0	0	75497
344	469	0	0	0	75505
345	473	0	0	0	75607
346	478	0	0	0	75618
349	482	0	0	0	75625
352	487	0	0	0	75633
357	494	0	0	0	75640
359	498	0	0	0	75650
370	512	0	0	0	75658
378	519	0	0	0	75665
385	526	0	0	0	75673
392	532	0	0	0	75680
404	538	0	0	0	75688
414	544	0	0	0	75698
426	548	0	0	0	75703
437	549	0	0	0	75713
452	554	0	0	0	75721
463	554	0	0	0	75728
474	555	0	0	0	75736
485	555	0	0	0	75743
496	555	0	0	0	75754
505	555	0	0	0	75761
517	551	0	0	0	75770
526	547	0	0	0	75777
536	543	0	0	0	75784
542	540	0	0	0	75792
552	532	0	0	0	75800
559	527	0	0	0	75808
567	519	0	0	0	75816
577	511	0	0	0	75824
582	504	0	0	0	75834
589	499	0	0	0	75839
594	492	0	0	0	75850
600	485	0	0	0	75858
608	467	0	0	0	75865
612	461	0	0	0	75874
615	454	0	0	0	75881
618	449	0	0	0	75889
620	443	0	0	0	75897
623	436	0	0	0	75905
625	432	0	0	0	75913
625	427	0	0	0	75921
626	425	0	0	0	75930
627	422	0	0	0	75937
627	421	0	0	0	75953
